,Date,Symbols,High,Low,Open,Close,Volume,Adj Close
0,2017-01-03,GLD,111.0,109.37000274658203,109.62000274658203,110.47000122070312,7527400.0,110.47000122070312
1,2017-01-03,SPY,225.8300018310547,223.8800048828125,225.0399932861328,225.24000549316406,91366500.0,218.09217834472656
2,2017-01-04,GLD,111.22000122070312,110.61000061035156,111.05999755859375,110.86000061035156,4904100.0,110.86000061035156
3,2017-01-04,SPY,226.75,225.61000061035156,225.6199951171875,226.5800018310547,78744400.0,219.38967895507812
4,2017-01-05,GLD,112.94000244140625,112.06999969482422,112.16000366210938,112.58000183105469,9606800.0,112.58000183105469
5,2017-01-05,SPY,226.5800018310547,225.47999572753906,226.27000427246094,226.39999389648438,78379000.0,219.21536254882812
6,2017-01-06,GLD,112.37999725341797,111.56999969482422,111.80999755859375,111.75,7686100.0,111.75
7,2017-01-06,SPY,227.75,225.89999389648438,226.52999877929688,227.2100067138672,71559900.0,219.99966430664062
8,2017-01-09,GLD,113.04000091552734,112.18000030517578,112.38999938964844,112.66999816894531,5353200.0,112.66999816894531
9,2017-01-09,SPY,227.07000732421875,226.4199981689453,226.91000366210938,226.4600067138672,46265300.0,219.27349853515625
10,2017-01-10,GLD,113.44999694824219,112.63999938964844,112.94000244140625,113.1500015258789,6093400.0,113.1500015258789
11,2017-01-10,SPY,227.4499969482422,226.00999450683594,226.47999572753906,226.4600067138672,63771900.0,219.27349853515625
12,2017-01-11,GLD,114.19000244140625,112.16999816894531,112.87000274658203,113.5,9918700.0,113.5
13,2017-01-11,SPY,227.10000610351562,225.58999633789062,226.36000061035156,227.10000610351562,74650000.0,219.8931427001953
14,2017-01-12,GLD,114.93000030517578,113.80999755859375,114.5199966430664,113.91000366210938,8457300.0,113.91000366210938
15,2017-01-12,SPY,226.75,224.9600067138672,226.5,226.52999877929688,72113200.0,219.34124755859375
16,2017-01-13,GLD,114.30999755859375,113.19000244140625,113.6500015258789,114.20999908447266,7261500.0,114.20999908447266
17,2017-01-13,SPY,227.39999389648438,226.69000244140625,226.72999572753906,227.0500030517578,62717900.0,219.84474182128906
18,2017-01-17,GLD,115.95999908447266,115.5,115.88999938964844,115.8499984741211,9108900.0,115.8499984741211
19,2017-01-17,SPY,226.77999877929688,225.8000030517578,226.30999755859375,226.25,59261200.0,219.07012939453125
20,2017-01-18,GLD,115.91999816894531,114.55999755859375,115.73999786376953,114.87000274658203,6498100.0,114.87000274658203
21,2017-01-18,SPY,226.8000030517578,225.89999389648438,226.5399932861328,226.75,54793300.0,219.55426025390625
22,2017-01-19,GLD,114.95999908447266,113.94000244140625,114.31999969482422,114.7699966430664,6437000.0,114.7699966430664
23,2017-01-19,SPY,227.0,225.41000366210938,226.83999633789062,225.91000366210938,66608800.0,218.7409210205078
24,2017-01-20,GLD,115.76000213623047,114.31999969482422,114.6500015258789,115.05000305175781,12261500.0,115.05000305175781
25,2017-01-20,SPY,227.30999755859375,225.97000122070312,226.6999969482422,226.74000549316406,129168600.0,219.54458618164062
26,2017-01-23,GLD,116.16999816894531,115.19999694824219,115.51000213623047,115.79000091552734,6373100.0,115.79000091552734
27,2017-01-23,SPY,226.80999755859375,225.27000427246094,226.74000549316406,226.14999389648438,75061600.0,218.97329711914062
28,2017-01-24,GLD,116.0199966430664,114.94000244140625,115.69000244140625,115.2699966430664,5798800.0,115.2699966430664
29,2017-01-24,SPY,228.0800018310547,226.27000427246094,226.39999389648438,227.60000610351562,95555300.0,220.37730407714844
30,2017-01-25,GLD,114.44000244140625,113.68000030517578,114.13999938964844,114.31999969482422,6697500.0,114.31999969482422
31,2017-01-25,SPY,229.57000732421875,228.50999450683594,228.6999969482422,229.57000732421875,84437700.0,222.28477478027344
32,2017-01-26,GLD,113.51000213623047,112.83000183105469,113.23999786376953,113.26000213623047,5390500.0,113.26000213623047
33,2017-01-26,SPY,229.7100067138672,229.00999450683594,229.39999389648438,229.3300018310547,59970700.0,222.05239868164062
34,2017-01-27,GLD,113.55000305175781,112.80999755859375,112.93000030517578,113.48999786376953,6706600.0,113.48999786376953
35,2017-01-27,SPY,229.58999633789062,228.75999450683594,229.4199981689453,228.97000122070312,59711100.0,221.70382690429688
36,2017-01-30,GLD,114.30000305175781,113.54000091552734,113.61000061035156,113.97000122070312,7687800.0,113.97000122070312
37,2017-01-30,SPY,228.1999969482422,226.41000366210938,228.1699981689453,227.5500030517578,79737300.0,220.32887268066406
38,2017-01-31,GLD,115.81999969482422,115.18000030517578,115.2699966430664,115.55000305175781,10421900.0,115.55000305175781
39,2017-01-31,SPY,227.60000610351562,226.32000732421875,226.97999572753906,227.52999877929688,75880800.0,220.3095245361328
40,2017-02-01,GLD,115.44999694824219,114.13999938964844,114.66000366210938,115.19999694824219,6932900.0,115.19999694824219
41,2017-02-01,SPY,228.58999633789062,226.94000244140625,227.52999877929688,227.6199951171875,79117700.0,220.3966522216797
42,2017-02-02,GLD,116.56999969482422,115.62999725341797,116.26000213623047,115.83999633789062,7189500.0,115.83999633789062
43,2017-02-02,SPY,228.10000610351562,226.82000732421875,227.6199951171875,227.77000427246094,69657600.0,220.54190063476562
44,2017-02-03,GLD,116.37000274658203,115.70999908447266,115.7300033569336,116.12999725341797,9455500.0,116.12999725341797
45,2017-02-03,SPY,229.5500030517578,228.4600067138672,228.82000732421875,229.33999633789062,80563200.0,222.06207275390625
46,2017-02-06,GLD,117.73999786376953,116.73999786376953,117.06999969482422,117.69999694824219,8547800.0,117.69999694824219
47,2017-02-06,SPY,229.3300018310547,228.5399932861328,228.8699951171875,228.92999267578125,57790100.0,221.66506958007812
48,2017-02-07,GLD,117.73999786376953,117.19999694824219,117.30999755859375,117.45999908447266,8621000.0,117.45999908447266
49,2017-02-07,SPY,229.66000366210938,228.72000122070312,229.3800048828125,228.94000244140625,57931200.0,221.6747589111328
50,2017-02-08,GLD,118.58999633789062,117.80999755859375,118.08999633789062,118.19000244140625,9633400.0,118.19000244140625
51,2017-02-08,SPY,229.38999938964844,228.30999755859375,228.94000244140625,229.24000549316406,51566200.0,221.9652557373047
52,2017-02-09,GLD,118.58000183105469,117.19999694824219,118.19000244140625,117.29000091552734,8177200.0,117.29000091552734
53,2017-02-09,SPY,230.9499969482422,229.24000549316406,229.24000549316406,230.60000610351562,65955200.0,223.2821044921875
54,2017-02-10,GLD,117.86000061035156,116.66999816894531,116.68000030517578,117.5999984741211,9072100.0,117.5999984741211
55,2017-02-10,SPY,231.77000427246094,230.6199951171875,231.0,231.50999450683594,66015900.0,224.1632080078125
56,2017-02-13,GLD,116.94999694824219,116.1500015258789,116.7300033569336,116.80000305175781,7354900.0,116.80000305175781
57,2017-02-13,SPY,233.07000732421875,232.0500030517578,232.0800018310547,232.77000427246094,55182100.0,225.38323974609375
58,2017-02-14,GLD,117.55999755859375,116.37999725341797,117.51000213623047,116.93000030517578,6920800.0,116.93000030517578
59,2017-02-14,SPY,233.7100067138672,232.16000366210938,232.55999755859375,233.6999969482422,67794500.0,226.28369140625
60,2017-02-15,GLD,117.4800033569336,116.25,116.33000183105469,117.44999694824219,7088400.0,117.44999694824219
61,2017-02-15,SPY,235.13999938964844,233.38999938964844,233.4499969482422,234.9199981689453,86785800.0,227.4650115966797
62,2017-02-16,GLD,118.3499984741211,117.83000183105469,117.93000030517578,118.08000183105469,6378700.0,118.08000183105469
63,2017-02-16,SPY,235.16000366210938,233.85000610351562,234.9499969482422,234.72000122070312,84722400.0,227.27134704589844
64,2017-02-17,GLD,118.4000015258789,117.62000274658203,118.19000244140625,117.68000030517578,7338100.0,117.68000030517578
65,2017-02-17,SPY,235.08999633789062,233.92999267578125,233.9499969482422,235.08999633789062,77204100.0,227.6295928955078
66,2017-02-21,GLD,118.0,116.7699966430664,117.04000091552734,117.75,6166900.0,117.75
67,2017-02-21,SPY,236.69000244140625,235.50999450683594,235.52000427246094,236.49000549316406,88946100.0,228.98516845703125
68,2017-02-22,GLD,118.0199966430664,117.23999786376953,117.86000061035156,117.91000366210938,6057200.0,117.91000366210938
69,2017-02-22,SPY,236.5399932861328,235.8300018310547,236.02000427246094,236.27999877929688,62115200.0,228.78184509277344
70,2017-02-23,GLD,119.16000366210938,118.68000030517578,118.76000213623047,118.94000244140625,7523300.0,118.94000244140625
71,2017-02-23,SPY,236.89999389648438,235.55999755859375,236.8800048828125,236.44000244140625,74615900.0,228.936767578125
