,location,characteristic,floor_type,hkd_millions,rent_hkd,area_sqft,address,last_updated,pay_per_month_K,loan_percent,first_payment_M,full_address
0,Kowloon,"Quiet & Boutique Living, Unrivalled Luxury",High Floor Zone (Flat 3),26.5,,1137.0,Kowloon Tong/Beacon Hill Flat 3 Block A Peninsula Heights  High Floor Zone,Last Updated : 21-02-2018,70.2,50.0,113.25,"Hong Kong, Kowloon, Kowloon Tong/Beacon Hill Flat 3 Block A Peninsula Heights  High Floor Zone"
1,Kowloon,"Invite Offers, For Sale & For Lease",High Floor Zone (Flat -)                                                                        | North,7.5,17.0,485.0,Cheung Sha Wan West Flat - Tower 1 Phase 2 The Pacifica High Floor Zone,Last Updated : 23-02-2018,23.8,60.0,13.0,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 1 Phase 2 The Pacifica High Floor Zone"
2,Kowloon,"Spacious Rooms, High Privacy",Low Floor Zone (Flat E)                                                                        | North East,18.0,40.0,794.0,Kowloon Station Flat E Tower 2 Phase 1 The Waterfront Low Floor Zone,Last Updated : 13-03-2018,47.6,50.0,19.0,"Hong Kong, Kowloon, Kowloon Station Flat E Tower 2 Phase 1 The Waterfront Low Floor Zone"
3,Kowloon,"Good Layout & Efficient, Unrepeatable Opportunity",Low Floor Zone (Flat -)                                                                        | South,13.98,,971.0,Cheung Sha Wan West Flat - Tower 2 One West Kowloon  Low Floor Zone,Last Updated : 22-02-2018,37.0,50.0,16.99,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 2 One West Kowloon  Low Floor Zone"
4,Kowloon,"Spacious Rooms, Tranquil Garden View",Low Floor Zone (Flat AB)                                                                        | North East,25.0,,1502.0,Whampoa/Laguna Verde Flat AB Tower 10 Phase 2 Villa Verde Laguna Verde Low Floor Zone,Last Updated : 13-03-2018,66.2,50.0,112.5,"Hong Kong, Kowloon, Whampoa/Laguna Verde Flat AB Tower 10 Phase 2 Villa Verde Laguna Verde Low Floor Zone"
5,Kowloon,"Rare Offer, Famous Property",High Floor Zone (Flat A)                                                                        | South,31.0,,1108.0,Tseung Kwan O Flat A Tower 7 The Wings The Wings High Floor Zone,Last Updated : 11-03-2018,82.1,50.0,115.5,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 7 The Wings The Wings High Floor Zone"
6,Kowloon,"Stylish Decoration, Top Of Mtr",High Floor Zone (Flat K)                                                                        | East,10.5,23.0,671.0,Tseung Kwan O Flat K Block 3 The Grandiose  High Floor Zone,Last Updated : 28-02-2018,27.8,50.0,15.25,"Hong Kong, Kowloon, Tseung Kwan O Flat K Block 3 The Grandiose  High Floor Zone"
7,Kowloon,"Internal Stairs, Famous Development",Medium Floor Zone (Flat D)                                                                        | South West,62.0,,990.0,Kowloon Tong/Beacon Hill Flat D Tower 10 Phase 1 One Beacon Hill Medium Floor Zone,Last Updated : 14-02-2018,164.2,50.0,131.0,"Hong Kong, Kowloon, Kowloon Tong/Beacon Hill Flat D Tower 10 Phase 1 One Beacon Hill Medium Floor Zone"
8,Kowloon,"Well-Proportioned, Stylish Decoration",High Floor Zone (Flat -)                                                                        | North West,8.88,19.0,544.0,Cheung Sha Wan West Flat - Tower 5 Phase 3 Banyan Garden High Floor Zone,Last Updated : 04-03-2018,26.4,56.0,13.88,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 5 Phase 3 Banyan Garden High Floor Zone"
9,Kowloon,Famous Property,High Floor Zone (Flat F)                                                                        | West,9.3,22.0,680.0,Tseung Kwan O Flat F Tower 3 Phase 2 Park Central High Floor Zone,Last Updated : 12-03-2018,26.4,53.0,14.3,"Hong Kong, Kowloon, Tseung Kwan O Flat F Tower 3 Phase 2 Park Central High Floor Zone"
10,Kowloon,"Convenient, Good Layout & Efficient",Medium Floor Zone (Flat K)                                                                        | South West,4.05,,430.0,Tseung Kwan O Flat K  Beverly Garden  Medium Floor Zone,Last Updated : 12-03-2018,15.0,70.0,11.22,"Hong Kong, Kowloon, Tseung Kwan O Flat K  Beverly Garden  Medium Floor Zone"
11,Kowloon,"Prestige Location, High Privacy",High Floor Zone (Flat D)                                                                        | South,9.8,,639.0,Ho Man Tin/King's Park Flat D Block 2 Balwin Court  High Floor Zone,Last Updated : 09-03-2018,26.4,51.0,14.8,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat D Block 2 Balwin Court  High Floor Zone"
12,Kowloon,,Medium Floor Zone (Flat A),9.9,,651.0,Tseung Kwan O Flat A Tower 10 Phase 2 Le Point Metro Town Medium Floor Zone,Last Updated : 22-02-2018,26.4,50.0,14.9,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 10 Phase 2 Le Point Metro Town Medium Floor Zone"
13,Kowloon,"Heated Pool, Famous School Network",High Floor Zone (Flat C)                                                                        | North East,12.0,28.0,515.0,Kowloon Station Flat C Tower 5 The Coronation  High Floor Zone,Last Updated : 13-03-2018,31.7,50.0,16.0,"Hong Kong, Kowloon, Kowloon Station Flat C Tower 5 The Coronation  High Floor Zone"
14,Kowloon,,Low Floor Zone (Flat B),7.0,,379.0,Olympic Station Flat B Tower 6 Phase I Metro Harbour View Low Floor Zone,Last Updated : 10-03-2018,22.2,60.0,12.8,"Hong Kong, Kowloon, Olympic Station Flat B Tower 6 Phase I Metro Harbour View Low Floor Zone"
15,Kowloon,,Medium Floor Zone (Flat C),9.6,,541.0,Tseung Kwan O Flat C Tower 5A Iiia The Wings Medium Floor Zone,Last Updated : 20-02-2018,26.4,52.0,14.6,"Hong Kong, Kowloon, Tseung Kwan O Flat C Tower 5A Iiia The Wings Medium Floor Zone"
16,Kowloon,"Spacious Rooms, Great Starter",Low Floor Zone (Flat E)                                                                        | North East,6.35,,431.0,Tseung Kwan O Flat E Block 1 Maritime Bay  Low Floor Zone,Last Updated : 12-03-2018,22.2,66.0,12.15,"Hong Kong, Kowloon, Tseung Kwan O Flat E Block 1 Maritime Bay  Low Floor Zone"
17,Kowloon,Invite Offers,High Floor Zone (Flat A),7.7,,506.0,Cheung Sha Wan West Flat A Tower 1 Phase 1 Banyan Garden High Floor Zone,Last Updated : 22-02-2018,24.4,60.0,13.08,"Hong Kong, Kowloon, Cheung Sha Wan West Flat A Tower 1 Phase 1 Banyan Garden High Floor Zone"
18,Kowloon,"Great Starter, Forgotten Treasure",High Floor Zone (Flat 7)                                                                        | North East,5.33,,426.0,Tseung Kwan O Flat 7 Wo Fai House (Block B) Wo Ming Court  High Floor Zone,Last Updated : 12-03-2018,19.7,70.0,11.6,"Hong Kong, Kowloon, Tseung Kwan O Flat 7 Wo Fai House (Block B) Wo Ming Court  High Floor Zone"
19,Kowloon,,High Floor Zone (Flat H6),4.88,,282.0,Kowloon Bay/Ngau Chi Wan Flat H6 Block H Tak Bo Garden  High Floor Zone,Last Updated : 22-02-2018,18.1,70.0,11.46,"Hong Kong, Kowloon, Kowloon Bay/Ngau Chi Wan Flat H6 Block H Tak Bo Garden  High Floor Zone"
20,Kowloon,"Stylish Decoration, Full Facilities",Medium Floor Zone (Flat -)                                                                        | South East,8.0,20.0,508.0,Cheung Sha Wan West Flat -  Aqua Marine  Medium Floor Zone,Last Updated : 05-03-2018,25.4,60.0,13.2,"Hong Kong, Kowloon, Cheung Sha Wan West Flat -  Aqua Marine  Medium Floor Zone"
21,Kowloon,"Top Of Mtr, Heated Pool",Low Floor Zone (Flat D)                                                                        | North East,14.0,30.0,594.0,Kowloon Station Flat D Tower 1A Grand Austin  Low Floor Zone,Last Updated : 13-03-2018,37.0,50.0,17.0,"Hong Kong, Kowloon, Kowloon Station Flat D Tower 1A Grand Austin  Low Floor Zone"
22,Kowloon,,Low Floor Zone (Flat G),6.1,16.0,312.0,Tseung Kwan O Flat G Tower 2A Savannah  Low Floor Zone,Last Updated : 11-03-2018,22.2,68.0,11.9,"Hong Kong, Kowloon, Tseung Kwan O Flat G Tower 2A Savannah  Low Floor Zone"
23,Kowloon,"Ready To Move In, Greenery Mountain View",High Floor Zone (Flat -)                                                                        | North,7.38,18.0,492.0,Cheung Sha Wan West Flat - Block 7 Liberte  High Floor Zone,Last Updated : 05-03-2018,23.4,60.0,12.95,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Block 7 Liberte  High Floor Zone"
24,Kowloon,"High Privacy, Spacious Rooms",Medium Floor Zone (Flat A)                                                                        | South West,13.55,25.0,943.0,Tseung Kwan O Flat A Tower 7 Residence Oasis  Medium Floor Zone,Last Updated : 20-02-2018,35.9,50.0,16.78,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 7 Residence Oasis  Medium Floor Zone"
25,Kowloon,"Rare Offer, Invite Offers",Medium Floor Zone (Flat -)                                                                        | South West,8.28,19.0,505.0,Cheung Sha Wan West Flat - Tower 3 Aqua Marine  Medium Floor Zone,Last Updated : 04-03-2018,26.3,60.0,13.31,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 3 Aqua Marine  Medium Floor Zone"
26,Kowloon,"Ready To Move In, Long Completion Date",Medium Floor Zone (Flat -)                                                                        | East,8.0,19.0,462.0,Cheung Sha Wan West Flat - Tower 5 Phase 1 The Pacifica Medium Floor Zone,Last Updated : 05-03-2018,25.4,60.0,13.2,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 5 Phase 1 The Pacifica Medium Floor Zone"
27,Kowloon,,High Floor Zone (Flat G)                                                                        | North East,6.05,14.0,483.0,Tseung Kwan O Flat G Block 5 Phase 2 Oscar By The Sea High Floor Zone,Last Updated : 07-03-2018,22.2,69.0,11.85,"Hong Kong, Kowloon, Tseung Kwan O Flat G Block 5 Phase 2 Oscar By The Sea High Floor Zone"
28,Kowloon,"Good Layout & Efficient, Opportunity Knocking",Low Floor Zone (Flat D)                                                                        | North West,6.98,,502.0,Cheung Sha Wan West Flat D Tower 1 Aqua Marine  Low Floor Zone,Last Updated : 21-02-2018,22.2,60.0,12.78,"Hong Kong, Kowloon, Cheung Sha Wan West Flat D Tower 1 Aqua Marine  Low Floor Zone"
29,Kowloon,,Medium Floor Zone (Flat RB)                                                                        | North East,12.85,,949.0,Tseung Kwan O Flat RB Emerald (Tower 2) Phase 3A Hemera Lohas Park Medium Floor Zone,Last Updated : 07-03-2018,34.0,50.0,16.43,"Hong Kong, Kowloon, Tseung Kwan O Flat RB Emerald (Tower 2) Phase 3A Hemera Lohas Park Medium Floor Zone"
30,Kowloon,"Rare Offer, Great Value",High Floor Zone (Flat A)                                                                        | North West,15.0,29.0,715.0,Diamond Hill/Wong Tai Sin Flat A Tower 3A Lions Rise  High Floor Zone,Last Updated : 01-03-2018,39.7,50.0,17.5,"Hong Kong, Kowloon, Diamond Hill/Wong Tai Sin Flat A Tower 3A Lions Rise  High Floor Zone"
31,Kowloon,"Deluxe Decoration, Efficient",| North East,210.0,,5256.0,Kowloon Tong/Beacon Hill Flat 16,Last Updated : 13-03-2018,556.3,50.0,1105.0,"Hong Kong, Kowloon, Kowloon Tong/Beacon Hill Flat 16"
32,Kowloon,,Medium Floor Zone (Flat -)                                                                        | West,7.8,17.0,478.0,Cheung Sha Wan West Flat - Tower 7 Phase 2 Banyan Garden Medium Floor Zone,Last Updated : 01-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 7 Phase 2 Banyan Garden Medium Floor Zone"
33,Kowloon,"Spacious Rooms, Quiet & Boutique Living",Medium Floor Zone,9.9,,769.0,Tseung Kwan O  Block 1 Phase 1 Oscar By The Sea Medium Floor Zone,Last Updated : 18-02-2018,26.4,50.0,14.9,"Hong Kong, Kowloon, Tseung Kwan O  Block 1 Phase 1 Oscar By The Sea Medium Floor Zone"
34,Kowloon,"Quiet & Central, Unrepeatable Opportunity",High Floor Zone (Flat G)                                                                        | South,13.0,,672.0,Cheung Sha Wan West Flat G Block 1 Liberte  High Floor Zone,Last Updated : 05-03-2018,34.4,50.0,16.5,"Hong Kong, Kowloon, Cheung Sha Wan West Flat G Block 1 Liberte  High Floor Zone"
35,Kowloon,"5-Star Club House, Easy Shopping",Medium Floor Zone (Flat D)                                                                        | South,7.1,19.0,333.0,Olympic Station Flat D  The Hermitage  Medium Floor Zone,Last Updated : 25-02-2018,22.5,60.0,12.84,"Hong Kong, Kowloon, Olympic Station Flat D  The Hermitage  Medium Floor Zone"
36,Kowloon,,High Floor Zone (Flat E),12.0,,663.0,Tseung Kwan O Flat E Tower 2B Iiia The Wings High Floor Zone,Last Updated : 05-03-2018,31.7,50.0,16.0,"Hong Kong, Kowloon, Tseung Kwan O Flat E Tower 2B Iiia The Wings High Floor Zone"
37,Kowloon,"Luxurious Decoration, Bright & Airy",Low Floor Zone (Flat 89)                                                                        | South,11.0,,914.0,Mei Foo/Wonderland Flat 89 89-91 Broadway Phase 4 Mei Foo Sun Chuen Low Floor Zone,Last Updated : 13-03-2018,29.1,50.0,15.5,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 89 89-91 Broadway Phase 4 Mei Foo Sun Chuen Low Floor Zone"
38,Kowloon,,Low Floor Zone (Flat 119),9.8,,712.0,Mei Foo/Wonderland Flat 119 117-119 Broadway Phase 4 Mei Foo Sun Chuen Low Floor Zone,Last Updated : 10-03-2018,26.4,51.0,14.8,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 119 117-119 Broadway Phase 4 Mei Foo Sun Chuen Low Floor Zone"
39,Kowloon,"Convenient, Good Layout & Efficient",High Floor Zone (Flat -)                                                                        | South,5.68,16.0,295.0,Cheung Sha Wan/Sham Shui Po Flat - High One Grand   High Floor Zone,Last Updated : 12-03-2018,21.0,70.0,11.7,"Hong Kong, Kowloon, Cheung Sha Wan/Sham Shui Po Flat - High One Grand   High Floor Zone"
40,Kowloon,"Good Layout & Efficient, Top Of Mtr",Medium Floor Zone (Flat -),6.3,15.0,466.0,Cheung Sha Wan West Flat - Tower 2 Phase 1 Banyan Garden Medium Floor Zone,Last Updated : 13-03-2018,22.2,66.0,12.1,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 2 Phase 1 Banyan Garden Medium Floor Zone"
41,Kowloon,"Landmark Development, Quiet & Central",High Floor Zone (Flat A)                                                                        | West,12.6,,494.0,Tsimshatsui/Jordan Flat A Tower 1 The Victoria Towers  High Floor Zone,Last Updated : 20-02-2018,33.3,50.0,16.3,"Hong Kong, Kowloon, Tsimshatsui/Jordan Flat A Tower 1 The Victoria Towers  High Floor Zone"
42,Kowloon,,Medium Floor Zone (Flat F),6.73,16.0,503.0,Tseung Kwan O Flat F Tower 6 Phase 1 The Beaumount Medium Floor Zone,Last Updated : 05-03-2018,22.2,62.0,12.53,"Hong Kong, Kowloon, Tseung Kwan O Flat F Tower 6 Phase 1 The Beaumount Medium Floor Zone"
43,Kowloon,,Low Floor Zone (Flat B)                                                                        | South East,36.0,,887.0,Kowloon Station Flat B Block 2 Phase 2 Sorrento Low Floor Zone,Last Updated : 03-03-2018,95.3,50.0,118.0,"Hong Kong, Kowloon, Kowloon Station Flat B Block 2 Phase 2 Sorrento Low Floor Zone"
44,Kowloon,"High Efficiency, Stylish Decoration",Low Floor Zone (Flat 47)                                                                        | East,6.98,,520.0,Mei Foo/Wonderland Flat 47 45-47 Broadway Phase 3 Mei Foo Sun Chuen Low Floor Zone,Last Updated : 13-03-2018,22.2,60.0,12.78,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 47 45-47 Broadway Phase 3 Mei Foo Sun Chuen Low Floor Zone"
45,Kowloon,"Opportunity Knocking, Unbeatable Price",Medium Floor Zone (Flat 110)                                                                        | South East,9.0,,879.0,Mei Foo/Wonderland Flat 110 110-112 Broadway Phase 8 Mei Foo Sun Chuen Medium Floor Zone,Last Updated : 02-03-2018,26.4,55.0,14.0,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 110 110-112 Broadway Phase 8 Mei Foo Sun Chuen Medium Floor Zone"
46,Kowloon,"Best For Investment, Yuppie Choice",High Floor Zone (Flat F)                                                                        | East,5.8,15.0,283.0,Olympic Station Flat F Tower 2 Park Summit  High Floor Zone,Last Updated : 10-03-2018,21.5,70.0,11.74,"Hong Kong, Kowloon, Olympic Station Flat F Tower 2 Park Summit  High Floor Zone"
47,Kowloon,"Quiet & Central, Grand-Proportioned",High Floor Zone (Flat D)                                                                        | North West,8.0,,513.0,Tseung Kwan O Flat D Tower 10 Phase 2 Le Point Metro Town High Floor Zone,Last Updated : 22-02-2018,25.4,60.0,13.2,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 10 Phase 2 Le Point Metro Town High Floor Zone"
48,Kowloon,,Medium Floor Zone (Flat A)                                                                        | South,16.1,34.0,896.0,Tseung Kwan O Flat A Tower 8 The Wings The Wings Medium Floor Zone,Last Updated : 12-03-2018,42.6,50.0,18.05,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 8 The Wings The Wings Medium Floor Zone"
49,Kowloon,"High Efficiency, Convenient",High Floor Zone,6.48,,583.0,Tseung Kwan O  Block 1 On Ning Garden  High Floor Zone,Last Updated : 13-03-2018,22.2,64.0,12.28,"Hong Kong, Kowloon, Tseung Kwan O  Block 1 On Ning Garden  High Floor Zone"
50,Kowloon,"Good Layout & Efficient, Convenient",Medium Floor Zone (Flat -)                                                                        | South East,8.3,20.0,506.0,Cheung Sha Wan West Flat - Tower 1 Phase 1 Banyan Garden Medium Floor Zone,Last Updated : 04-03-2018,26.3,60.0,13.32,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 1 Phase 1 Banyan Garden Medium Floor Zone"
51,Kowloon,"Indoor Swimming Pool, Top Of Mtr",Low Floor Zone (Flat -)                                                                        | North West,7.78,18.0,468.0,Cheung Sha Wan West Flat - Tower 1 Phase 1 Banyan Garden Low Floor Zone,Last Updated : 04-03-2018,24.7,60.0,13.11,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 1 Phase 1 Banyan Garden Low Floor Zone"
52,Kowloon,"Good Layout & Efficient, Prestige Location",Low Floor Zone (Flat G)                                                                        | South,23.8,,934.0,Kowloon Station Flat G Tower 2 Phase 1 The Waterfront Low Floor Zone,Last Updated : 08-03-2018,63.0,50.0,111.9,"Hong Kong, Kowloon, Kowloon Station Flat G Tower 2 Phase 1 The Waterfront Low Floor Zone"
53,Kowloon,"Spacious Rooms, Greenery Environment",Medium Floor Zone (Flat H)                                                                        | North West,23.0,,1100.0,Whampoa/Laguna Verde Flat H   Laguna Verde Medium Floor Zone,Last Updated : 12-03-2018,60.9,50.0,111.5,"Hong Kong, Kowloon, Whampoa/Laguna Verde Flat H   Laguna Verde Medium Floor Zone"
54,Kowloon,"Good Layout & Efficient, Convenient",High Floor Zone (Flat D)                                                                        | South East,7.4,17.0,705.0,Tseung Kwan O Flat D Vienna (Tower 6 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone,Last Updated : 03-03-2018,23.5,60.0,12.96,"Hong Kong, Kowloon, Tseung Kwan O Flat D Vienna (Tower 6 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone"
55,Kowloon,,Medium Floor Zone (Flat -)                                                                        | South East,8.38,19.0,497.0,Cheung Sha Wan West Flat - Tower 2 Aqua Marine  Medium Floor Zone,Last Updated : 04-03-2018,26.4,59.0,13.38,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 2 Aqua Marine  Medium Floor Zone"
56,Kowloon,"Good Layout & Efficient, Spacious Rooms",Medium Floor Zone (Flat F)                                                                        | East,13.5,,970.0,Ho Man Tin/King's Park Flat F Kiu Wang Mansion   Medium Floor Zone,Last Updated : 12-03-2018,35.7,50.0,16.75,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat F Kiu Wang Mansion   Medium Floor Zone"
57,Kowloon,,High Floor Zone (Flat D)                                                                        | South,7.5,,442.0,Mongkok/Yaumatei Flat D Upper West   High Floor Zone,Last Updated : 12-03-2018,23.8,60.0,13.0,"Hong Kong, Kowloon, Mongkok/Yaumatei Flat D Upper West   High Floor Zone"
58,Kowloon,,Medium Floor Zone (Flat E)                                                                        | South East,7.98,18.0,502.0,Cheung Sha Wan West Flat E Tower 1 Aqua Marine  Medium Floor Zone,Last Updated : 03-03-2018,25.3,60.0,13.19,"Hong Kong, Kowloon, Cheung Sha Wan West Flat E Tower 1 Aqua Marine  Medium Floor Zone"
59,Kowloon,"Good Layout & Efficient, Full Facilities",High Floor Zone (Flat A)                                                                        | South West,10.5,,639.0,Tseung Kwan O Flat A Tower 7 Phase 2 Ocean Shores High Floor Zone,Last Updated : 19-02-2018,27.8,50.0,15.25,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 7 Phase 2 Ocean Shores High Floor Zone"
60,Kowloon,"Spacious Rooms, Grandstand View",Medium Floor Zone                                                                        | South West,28.0,,1411.0,Whampoa/Laguna Verde  Tower 2 Phase 1 Green Wood Laguna Verde Medium Floor Zone,Last Updated : 21-02-2018,74.1,50.0,114.0,"Hong Kong, Kowloon, Whampoa/Laguna Verde  Tower 2 Phase 1 Green Wood Laguna Verde Medium Floor Zone"
61,Kowloon,"Greenery Mountain View, Rare In Market",High Floor Zone (Flat A)                                                                        | North West,20.0,,1188.0,Mongkok/Yaumatei Flat A Shining Heights   High Floor Zone,Last Updated : 06-03-2018,52.9,50.0,110.0,"Hong Kong, Kowloon, Mongkok/Yaumatei Flat A Shining Heights   High Floor Zone"
62,Kowloon,"Good Layout & Efficient, Easy Shopping",Medium Floor Zone (Flat E)                                                                        | North West,9.0,,631.0,Tseung Kwan O Flat E Tower 2 Phase 3 The Metropolis The Metro City Medium Floor Zone,Last Updated : 23-02-2018,26.4,55.0,14.0,"Hong Kong, Kowloon, Tseung Kwan O Flat E Tower 2 Phase 3 The Metropolis The Metro City Medium Floor Zone"
63,Kowloon,"Easy Shopping, Quiet & Boutique Living",Medium Floor Zone (Flat -)                                                                        | North West,7.7,18.0,502.0,Cheung Sha Wan West Flat - Tower 1 Aqua Marine  Medium Floor Zone,Last Updated : 05-03-2018,24.4,60.0,13.08,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 1 Aqua Marine  Medium Floor Zone"
64,Kowloon,,High Floor Zone (Flat D),8.8,18.0,728.0,Tseung Kwan O Flat D  Phase 2A  Le Prestige Lohas Park High Floor Zone,Last Updated : 22-02-2018,26.4,56.0,13.8,"Hong Kong, Kowloon, Tseung Kwan O Flat D  Phase 2A  Le Prestige Lohas Park High Floor Zone"
65,Kowloon,"Good Layout & Efficient, Quiet & Boutique Living",Low Floor Zone (Flat 68),70.0,,1875.0,Kowloon Tong/Beacon Hill Flat 68 Laford Court   Low Floor Zone,Last Updated : 07-03-2018,185.4,50.0,135.0,"Hong Kong, Kowloon, Kowloon Tong/Beacon Hill Flat 68 Laford Court   Low Floor Zone"
66,Kowloon,"Easy Shopping, Quiet & Boutique Living",Medium Floor Zone (Flat -),8.15,19.0,491.0,Cheung Sha Wan West Flat - Block 8 Liberte  Medium Floor Zone,Last Updated : 03-03-2018,25.9,60.0,13.26,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Block 8 Liberte  Medium Floor Zone"
67,Kowloon,"Great Value, Greenery Mountain View",High Floor Zone (Flat D)                                                                        | East,11.0,22.0,988.0,Tseung Kwan O Flat D Tower 6 - L Wing Phase 2B Le Prime Lohas Park High Floor Zone,Last Updated : 13-03-2018,29.1,50.0,15.5,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 6 - L Wing Phase 2B Le Prime Lohas Park High Floor Zone"
68,Kowloon,,Low Floor Zone                                                                        | West,5.38,,383.0,Diamond Hill/Wong Tai Sin   Lung Poon Court  Low Floor Zone,Last Updated : 10-03-2018,19.9,70.0,11.61,"Hong Kong, Kowloon, Diamond Hill/Wong Tai Sin   Lung Poon Court  Low Floor Zone"
69,Kowloon,,Low Floor Zone                                                                        | South East,16.0,,920.0,Whampoa/Laguna Verde  Block 5 Royal Peninsula  Low Floor Zone,Last Updated : 14-03-2018,42.3,50.0,18.0,"Hong Kong, Kowloon, Whampoa/Laguna Verde  Block 5 Royal Peninsula  Low Floor Zone"
70,Kowloon,"Opportunity Knocking, High Privacy",High Floor Zone                                                                        | North East,6.8,,420.0,Diamond Hill/Wong Tai Sin   Aria Kowloon Peak  High Floor Zone,Last Updated : 13-03-2018,22.2,61.0,12.6,"Hong Kong, Kowloon, Diamond Hill/Wong Tai Sin   Aria Kowloon Peak  High Floor Zone"
71,Kowloon,"Grand-Proportioned, Convenient",High Floor Zone (Flat A)                                                                        | North East,7.8,17.0,713.0,Tseung Kwan O Flat A Oslo (Tower 5 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone,Last Updated : 03-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Tseung Kwan O Flat A Oslo (Tower 5 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone"
72,Kowloon,,Medium Floor Zone (Flat C)                                                                        | South West,10.99,,541.0,Olympic Station Flat C Tower 5 Harbour Green  Medium Floor Zone,Last Updated : 13-03-2018,29.1,50.0,15.5,"Hong Kong, Kowloon, Olympic Station Flat C Tower 5 Harbour Green  Medium Floor Zone"
73,Kowloon,"Nice Decoration, Famous School Network, Nice Decoration, Spacious, Convenient",Medium Floor Zone (Flat C)                                                                        | North West,10.35,26.0,566.0,Yau Yat Tsuen/Shek Kip Mei Flat C Tower 6 (6 Grandeur rd) Parc Oasis  Medium Floor Zone,Last Updated : 10-03-2018,27.4,50.0,15.18,"Hong Kong, Kowloon, Yau Yat Tsuen/Shek Kip Mei Flat C Tower 6 (6 Grandeur rd) Parc Oasis  Medium Floor Zone"
74,Kowloon,Tranquil Garden View,High Floor Zone (Flat 110),10.7,,823.0,Mei Foo/Wonderland Flat 110  Phase 8 Mei Foo Sun Chuen High Floor Zone,Last Updated : 01-03-2018,28.3,50.0,15.35,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 110  Phase 8 Mei Foo Sun Chuen High Floor Zone"
75,Kowloon,"5-Star Club House, Top Of Mtr",High Floor Zone (Flat A)                                                                        | South,57.0,66.0,1056.0,Kowloon Station Flat A Tower 2 The Harbourside  High Floor Zone,Last Updated : 22-02-2018,151.0,50.0,128.5,"Hong Kong, Kowloon, Kowloon Station Flat A Tower 2 The Harbourside  High Floor Zone"
76,Kowloon,"Good Layout & Efficient, Quiet & Central",Medium Floor Zone (Flat B),23.8,,963.0,Olympic Station Flat B Tower 6 One Silversea  Medium Floor Zone,Last Updated : 26-02-2018,63.0,50.0,111.9,"Hong Kong, Kowloon, Olympic Station Flat B Tower 6 One Silversea  Medium Floor Zone"
77,Kowloon,"Spacious Rooms, Great Value",Medium Floor Zone (Flat D),15.0,,976.0,Tseung Kwan O Flat D Moon Light (Tower 1 -  L  Wing Phase 2A  Le Prestige Lohas Park Medium Floor Zone,Last Updated : 07-03-2018,39.7,50.0,17.5,"Hong Kong, Kowloon, Tseung Kwan O Flat D Moon Light (Tower 1 -  L  Wing Phase 2A  Le Prestige Lohas Park Medium Floor Zone"
78,Kowloon,,Low Floor Zone (Flat G),7.1,,461.0,Cheung Sha Wan West Flat G Tower 1 Phase 2 The Pacifica Low Floor Zone,Last Updated : 02-03-2018,22.5,60.0,12.84,"Hong Kong, Kowloon, Cheung Sha Wan West Flat G Tower 1 Phase 2 The Pacifica Low Floor Zone"
79,Kowloon,"Well-Proportioned, Rare In Market",High Floor Zone (Flat H)                                                                        | North East,8.4,,506.0,Cheung Sha Wan West Flat H Tower 3 Phase 1 Banyan Garden High Floor Zone,Last Updated : 05-03-2018,26.4,59.0,13.4,"Hong Kong, Kowloon, Cheung Sha Wan West Flat H Tower 3 Phase 1 Banyan Garden High Floor Zone"
