,location,characteristic,floor_type,hkd_millions,rent_hkd,area_sqft,address,last_updated,pay_per_month_K,loan_percent,first_payment_M,full_address
7900,New Territories West,"Good Layout & Efficient, Shuttle Bus",Medium Floor Zone (Flat D)                                                                        | North East,5.6,,450.0,Yuen Long Flat D Block 2 La Grove  Medium Floor Zone,Last Updated : 25-02-2018,20.7,70.0,11.68,"Hong Kong, New Territories West, Yuen Long Flat D Block 2 La Grove  Medium Floor Zone"
7901,New Territories West,"Terrace Garden, Rare Offer",Low Floor Zone (Flat G),3.28,,248.0,Tuen Mun Flat G Lai Bo Building   Low Floor Zone,Last Updated : 25-02-2018,12.1,70.0,1984.0,"Hong Kong, New Territories West, Tuen Mun Flat G Lai Bo Building   Low Floor Zone"
7902,New Territories West,"Convenient, Great Starter",Medium Floor Zone (Flat G)                                                                        | North West,4.95,12.0,368.0,Tsing Yi Flat G Tower 1 Phase 1 Greenfield Garden Medium Floor Zone,Last Updated : 28-02-2018,18.3,70.0,11.49,"Hong Kong, New Territories West, Tsing Yi Flat G Tower 1 Phase 1 Greenfield Garden Medium Floor Zone"
7903,New Territories West,Efficient,,15.0,,1035.0,Fairview Park/Palm Spring/The Vineyard    Fairview Park,Last Updated : 11-03-2018,39.7,50.0,17.5,"Hong Kong, New Territories West, Fairview Park/Palm Spring/The Vineyard    Fairview Park"
7904,New Territories West,,Low Floor Zone (Flat E)                                                                        | North,9.3,19.0,822.0,Yuen Long Flat E Tower 9 Park Signature  Low Floor Zone,Last Updated : 11-03-2018,26.4,53.0,14.3,"Hong Kong, New Territories West, Yuen Long Flat E Tower 9 Park Signature  Low Floor Zone"
7905,New Territories West,"Good Layout & Efficient, Quiet & Boutique Living",Medium Floor Zone (Flat H)                                                                        | South West,9.6,24.0,703.0,Tsing Yi Flat H Block 8 Phase 3 Villa Esplanada Medium Floor Zone,Last Updated : 10-03-2018,26.4,52.0,14.6,"Hong Kong, New Territories West, Tsing Yi Flat H Block 8 Phase 3 Villa Esplanada Medium Floor Zone"
7906,New Territories West,"Well-Proportioned, High Efficiency",Medium Floor Zone (Flat C),5.75,,582.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat C Block 8 Seaview Garden  Medium Floor Zone,Last Updated : 14-03-2018,21.3,70.0,11.73,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat C Block 8 Seaview Garden  Medium Floor Zone"
7907,New Territories West,"Nice Decoration, Good Layout",,15.5,,1539.0,Fairview Park/Palm Spring/The Vineyard    Royal Palms,Last Updated : 12-03-2018,41.0,50.0,17.75,"Hong Kong, New Territories West, Fairview Park/Palm Spring/The Vineyard    Royal Palms"
7908,New Territories West,"Good Layout & Efficient, Rare Offer",Low Floor Zone (Flat C)                                                                        | South,5.5,,460.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat C Block 9 Phase 3 Sea Crest Villa Low Floor Zone,Last Updated : 13-03-2018,20.4,70.0,11.65,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat C Block 9 Phase 3 Sea Crest Villa Low Floor Zone"
7909,New Territories West,Great Starter,High Floor Zone (Flat H),5.18,,550.0,Tin Shui Wai Flat H Block 1 Phase 7 Kenswood Court Kingswood Villas High Floor Zone,Last Updated : 08-03-2018,19.2,70.0,11.55,"Hong Kong, New Territories West, Tin Shui Wai Flat H Block 1 Phase 7 Kenswood Court Kingswood Villas High Floor Zone"
7910,New Territories West,"Grand-Proportioned, Stylish Decoration",High Floor Zone (Flat C)                                                                        | South West,28.0,,1763.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat C Tower 3 Phase 3 Bellagio High Floor Zone,Last Updated : 07-03-2018,74.1,50.0,114.0,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat C Tower 3 Phase 3 Bellagio High Floor Zone"
7911,New Territories West,"Grand-Proportioned, Invite Offers",Low Floor Zone (Flat D)                                                                        | South,6.25,,561.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat D Block 4 Phase 1 Hong Kong Garden Low Floor Zone,Last Updated : 13-03-2018,22.2,67.0,12.05,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat D Block 4 Phase 1 Hong Kong Garden Low Floor Zone"
7912,New Territories West,"Famous Development, Rare Offer",High Floor Zone (Flat E)                                                                        | East,16.5,,659.0,Wanchai/Causeway Bay Flat E Tower 3 Phase 1 The Zenith High Floor Zone,Last Updated : 21-02-2018,43.7,50.0,18.25,"Hong Kong, New Territories West, Wanchai/Causeway Bay Flat E Tower 3 Phase 1 The Zenith High Floor Zone"
7913,New Territories West,"Good Layout & Efficient, Quiet & Central",High Floor Zone (Flat B)                                                                        | South West,4.88,,388.0,Tsing Yi Flat B Block 9 Mayfair Gardens  High Floor Zone,Last Updated : 22-02-2018,18.1,70.0,11.46,"Hong Kong, New Territories West, Tsing Yi Flat B Block 9 Mayfair Gardens  High Floor Zone"
7914,New Territories West,"Invite Offers, Greenery Environment",High Floor Zone                                                                        | South West,6.5,,522.0,Tsuen Wan  Tower 1 Primrose Hill  High Floor Zone,Last Updated : 11-03-2018,22.2,64.0,12.3,"Hong Kong, New Territories West, Tsuen Wan  Tower 1 Primrose Hill  High Floor Zone"
7915,New Territories West,"Spacious Rooms, Grand-Proportioned",Medium Floor Zone (Flat A)                                                                        | West,4.9,,544.0,Tsing Yi Flat A  Grand Horizon  Medium Floor Zone,Last Updated : 28-02-2018,18.1,70.0,11.47,"Hong Kong, New Territories West, Tsing Yi Flat A  Grand Horizon  Medium Floor Zone"
7916,New Territories West,"5-Star Club House, Shuttle Bus",Low Floor Zone (Flat A)                                                                        | South,7.58,17.0,786.0,Yuen Long Flat A Tower 3 Park Signature  Low Floor Zone,Last Updated : 12-03-2018,24.0,60.0,13.03,"Hong Kong, New Territories West, Yuen Long Flat A Tower 3 Park Signature  Low Floor Zone"
7917,New Territories West,"Spacious Rooms, Opportunity Knocking",Medium Floor Zone (Flat F)                                                                        | South East,6.59,,605.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat F Rhine Terrace   Medium Floor Zone,Last Updated : 04-03-2018,22.2,63.0,12.39,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat F Rhine Terrace   Medium Floor Zone"
7918,New Territories West,"Shuttle Bus, 5-Star Club House",Medium Floor Zone (Flat C)                                                                        | South West,5.0,12.0,423.0,Yuen Long Flat C Tower 13 The Reach  Medium Floor Zone,Last Updated : 07-03-2018,18.5,70.0,11.5,"Hong Kong, New Territories West, Yuen Long Flat C Tower 13 The Reach  Medium Floor Zone"
7919,New Territories West,"Luxurious Decoration, 5-Star Club House",High Floor Zone (Flat B)                                                                        | South,12.3,,900.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat B Tower 8 Phase 1 Bellagio High Floor Zone,Last Updated : 07-03-2018,32.5,50.0,16.15,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat B Tower 8 Phase 1 Bellagio High Floor Zone"
7920,New Territories West,"High Efficiency, Quiet & Central",Low Floor Zone (Flat B)                                                                        | North East,6.88,,570.0,Tsuen Wan Flat B Block 4 Waterside Plaza  Low Floor Zone,Last Updated : 14-03-2018,22.2,61.0,12.68,"Hong Kong, New Territories West, Tsuen Wan Flat B Block 4 Waterside Plaza  Low Floor Zone"
7921,New Territories West,"Good Layout, Efficient, Spacious, Convenient",| South,19.8,,1713.0,Fairview Park/Palm Spring/The Vineyard Flat 20,Last Updated : 13-03-2018,52.4,50.0,19.9,"Hong Kong, New Territories West, Fairview Park/Palm Spring/The Vineyard Flat 20"
7922,New Territories West,近巴士站,,14.0,,1201.0,Fairview Park/Palm Spring/The Vineyard    Palm Springs,Last Updated : 13-03-2018,37.0,50.0,17.0,"Hong Kong, New Territories West, Fairview Park/Palm Spring/The Vineyard    Palm Springs"
7923,New Territories West,"Stylish Decoration, 5-Star Club House",Medium Floor Zone                                                                        | South West,10.2,,848.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion)  Tower 5 Phase 2 Bellagio Medium Floor Zone,Last Updated : 06-03-2018,27.0,50.0,15.1,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion)  Tower 5 Phase 2 Bellagio Medium Floor Zone"
7924,New Territories West,"Spacious Rooms, Grandstand View",High Floor Zone (Flat C)                                                                        | South East,7.0,,598.0,Yuen Long Flat C Tower 5 Park Signature  High Floor Zone,Last Updated : 13-03-2018,22.2,60.0,12.8,"Hong Kong, New Territories West, Yuen Long Flat C Tower 5 Park Signature  High Floor Zone"
7925,New Territories West,"Lowrise Apartment, Forgotten Treasure",Low Floor Zone (Flat C)                                                                        | West,7.1,,927.0,Yuen Long Flat C   Kisland Villa Low Floor Zone,Last Updated : 13-03-2018,22.5,60.0,12.84,"Hong Kong, New Territories West, Yuen Long Flat C   Kisland Villa Low Floor Zone"
7926,New Territories West,Prestige Location,Low Floor Zone (Flat E)                                                                        | East,7.3,17.0,516.0,Yuen Long Flat E Block 5 Phase 1 Yoho Town Low Floor Zone,Last Updated : 09-03-2018,23.2,60.0,12.92,"Hong Kong, New Territories West, Yuen Long Flat E Block 5 Phase 1 Yoho Town Low Floor Zone"
7927,New Territories West,"Easy Shopping, Top Of Mtr",Medium Floor Zone (Flat H)                                                                        | South East,5.45,,423.0,Yuen Long Flat H  The Reach  Medium Floor Zone,Last Updated : 15-02-2018,20.2,70.0,11.64,"Hong Kong, New Territories West, Yuen Long Flat H  The Reach  Medium Floor Zone"
7928,New Territories West,"Top Of Mtr, Convenient",High Floor Zone (Flat D)                                                                        | North East,6.7,,485.0,Yuen Long Flat D  Sun Yuen Long Centre  High Floor Zone,Last Updated : 13-03-2018,22.2,62.0,12.5,"Hong Kong, New Territories West, Yuen Long Flat D  Sun Yuen Long Centre  High Floor Zone"
7929,New Territories West,,High Floor Zone                                                                        | South West,6.2,,408.0,Kwai Chung   New Kwai Fong Gardens  High Floor Zone,Last Updated : 13-03-2018,22.2,67.0,12.0,"Hong Kong, New Territories West, Kwai Chung   New Kwai Fong Gardens  High Floor Zone"
7930,New Territories West,"Convenient, Great Starter",Medium Floor Zone (Flat I),6.62,,501.0,North Point/Fortress Hill Flat I Rialto Mansion   Medium Floor Zone,Last Updated : 13-03-2018,22.2,63.0,12.42,"Hong Kong, New Territories West, North Point/Fortress Hill Flat I Rialto Mansion   Medium Floor Zone"
7931,New Territories West,,Medium Floor Zone (Flat A)                                                                        | North West,6.8,,696.0,Yuen Long Flat A Tower 2 Greenery Place  Medium Floor Zone,Last Updated : 23-02-2018,22.2,61.0,12.6,"Hong Kong, New Territories West, Yuen Long Flat A Tower 2 Greenery Place  Medium Floor Zone"
7932,New Territories West,,Low Floor Zone (Flat A),25.2,,1261.0,Yuen Long Flat A Ferentino Boulevard Tower 7 Riva  Low Floor Zone,Last Updated : 19-02-2018,66.7,50.0,112.6,"Hong Kong, New Territories West, Yuen Long Flat A Ferentino Boulevard Tower 7 Riva  Low Floor Zone"
7933,New Territories West,"Stylish Decoration, Full Facilities",High Floor Zone (Flat G),5.9,,541.0,Tsing Yi Flat G Tower 5 Rambler Crest  High Floor Zone,Last Updated : 10-03-2018,21.8,70.0,11.77,"Hong Kong, New Territories West, Tsing Yi Flat G Tower 5 Rambler Crest  High Floor Zone"
7934,New Territories West,,High Floor Zone (Flat A)                                                                        | South,13.99,,621.0,Mid Level West Flat A No. 2 Park Road   High Floor Zone,Last Updated : 14-03-2018,37.0,50.0,17.0,"Hong Kong, New Territories West, Mid Level West Flat A No. 2 Park Road   High Floor Zone"
7935,New Territories West,"Famous Property, 5-Star Club House",Medium Floor Zone (Flat E)                                                                        | South,7.88,17.0,652.0,Yuen Long Flat E Tower 2 Residence 譽88  Medium Floor Zone,Last Updated : 03-03-2018,25.0,60.0,13.15,"Hong Kong, New Territories West, Yuen Long Flat E Tower 2 Residence 譽88  Medium Floor Zone"
7936,New Territories West,"Great Starter, Greenery Mountain View",High Floor Zone (Flat 20),3.92,,243.0,Yuen Long Flat 20 Domus No. 65-89 Tam Kwai Tsuen Road  High Floor Zone,Last Updated : 13-03-2018,14.5,70.0,11.18,"Hong Kong, New Territories West, Yuen Long Flat 20 Domus No. 65-89 Tam Kwai Tsuen Road  High Floor Zone"
7937,New Territories West,"Good Layout & Efficient, Tranquil Environment",High Floor Zone (Flat D),9.3,,762.0,Yuen Long Flat D  One Regent Place  High Floor Zone,Last Updated : 21-02-2018,26.4,53.0,14.3,"Hong Kong, New Territories West, Yuen Long Flat D  One Regent Place  High Floor Zone"
7938,New Territories West,"Good Layout & Efficient, 5-Star Club House",Low Floor Zone (Flat H)                                                                        | East,6.98,,575.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat H Tower 5 Phase 2 Bellagio Low Floor Zone,Last Updated : 27-02-2018,22.2,60.0,12.78,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat H Tower 5 Phase 2 Bellagio Low Floor Zone"
7939,New Territories West,"Quiet & Boutique Living, Great Starter",Low Floor Zone (Flat F),4.3,,449.0,Tin Shui Wai Flat F Block 5 Phase 1 Locwood Court Kingswood Villas Low Floor Zone,Last Updated : 13-03-2018,15.9,70.0,11.29,"Hong Kong, New Territories West, Tin Shui Wai Flat F Block 5 Phase 1 Locwood Court Kingswood Villas Low Floor Zone"
7940,New Territories West,"Rare Offer, Tranquil Environment",Medium Floor Zone (Flat J)                                                                        | South,5.6,,539.0,Tsuen Wan Flat J Tower A Clague Garden Estate  Medium Floor Zone,Last Updated : 13-03-2018,20.7,70.0,11.68,"Hong Kong, New Territories West, Tsuen Wan Flat J Tower A Clague Garden Estate  Medium Floor Zone"
7941,New Territories West,"Great Starter, Convenient",Medium Floor Zone (Flat B)                                                                        | North West,5.4,,431.0,Yuen Long Flat B Block 3 Villa By The Park  Medium Floor Zone,Last Updated : 03-03-2018,20.0,70.0,11.62,"Hong Kong, New Territories West, Yuen Long Flat B Block 3 Villa By The Park  Medium Floor Zone"
7942,New Territories West,"Quiet & Boutique Living, Spacious Rooms",High Floor Zone                                                                        | South West,8.8,,964.0,Yuen Long  Block 5 Casa De Oro  High Floor Zone,Last Updated : 13-03-2018,26.4,56.0,13.8,"Hong Kong, New Territories West, Yuen Long  Block 5 Casa De Oro  High Floor Zone"
7943,New Territories West,"Well-Proportioned, Convenient",High Floor Zone (Flat C)                                                                        | South East,7.0,,384.0,Quarry Bay/Kornhill Flat C Gee Lan Mansion Westlands Court  High Floor Zone,Last Updated : 13-03-2018,22.2,60.0,12.8,"Hong Kong, New Territories West, Quarry Bay/Kornhill Flat C Gee Lan Mansion Westlands Court  High Floor Zone"
7944,New Territories West,"Unique Location, Rare In Market",Low Floor Zone (Flat E)                                                                        | South West,5.8,,551.0,Tsuen Wan Flat E Block 12 Phase 2 Tsuen King Garden Low Floor Zone,Last Updated : 23-02-2018,21.5,70.0,11.74,"Hong Kong, New Territories West, Tsuen Wan Flat E Block 12 Phase 2 Tsuen King Garden Low Floor Zone"
7945,New Territories West,"Spacious Rooms, Stylish Decoration",High Floor Zone (Flat B)                                                                        | South West,10.0,,819.0,Yuen Long Flat B Block 2 Emerald Green  High Floor Zone,Last Updated : 07-03-2018,26.4,50.0,15.0,"Hong Kong, New Territories West, Yuen Long Flat B Block 2 Emerald Green  High Floor Zone"
7946,New Territories West,"Good Layout & Efficient, Grand-Proportioned",Medium Floor Zone (Flat E)                                                                        | North East,5.1,,350.0,Tsing Yi Flat E Block 4 Tsing Yi Garden  Medium Floor Zone,Last Updated : 01-03-2018,18.9,70.0,11.53,"Hong Kong, New Territories West, Tsing Yi Flat E Block 4 Tsing Yi Garden  Medium Floor Zone"
7947,New Territories West,"Rare Offer, Rare In Market",High Floor Zone (Flat D)                                                                        | South,6.5,16.0,582.0,Yuen Long Flat D Tower 10 Park Signature  High Floor Zone,Last Updated : 06-03-2018,22.2,64.0,12.3,"Hong Kong, New Territories West, Yuen Long Flat D Tower 10 Park Signature  High Floor Zone"
7948,New Territories West,"Convenient, Stylish Decoration",High Floor Zone (Flat C)                                                                        | North East,3.8,,320.0,Tuen Mun Flat C Wah Lok Mansion   High Floor Zone,Last Updated : 13-03-2018,14.0,70.0,11.14,"Hong Kong, New Territories West, Tuen Mun Flat C Wah Lok Mansion   High Floor Zone"
7949,New Territories West,"Great Value, Opportunity Knocking",Medium Floor Zone (Flat C)                                                                        | North West,12.5,,829.0,Tsuen Wan Flat C Block 3 Vision City  Medium Floor Zone,Last Updated : 25-02-2018,33.1,50.0,16.25,"Hong Kong, New Territories West, Tsuen Wan Flat C Block 3 Vision City  Medium Floor Zone"
7950,New Territories West,"Good Layout & Efficient, Unrepeatable Opportunity",High Floor Zone (Flat -)                                                                        | North East,5.88,12.0,589.0,Yuen Long Flat - Block 5 Parkside Villa  High Floor Zone,Last Updated : 24-02-2018,21.8,70.0,11.76,"Hong Kong, New Territories West, Yuen Long Flat - Block 5 Parkside Villa  High Floor Zone"
7951,New Territories West,"Luxurious Decoration, Spacious Rooms",High Floor Zone,13.8,,1426.0,Fairview Park/Palm Spring/The Vineyard   Phase 1 Rolling Hills High Floor Zone,Last Updated : 14-03-2018,36.5,50.0,16.9,"Hong Kong, New Territories West, Fairview Park/Palm Spring/The Vineyard   Phase 1 Rolling Hills High Floor Zone"
7952,New Territories West,,,27.0,,2150.0,Fairview Park/Palm Spring/The Vineyard    The Vineyard,Last Updated : 11-03-2018,71.5,50.0,113.5,"Hong Kong, New Territories West, Fairview Park/Palm Spring/The Vineyard    The Vineyard"
7953,New Territories West,"Stylish Decoration, Rare Offer",Low Floor Zone (Flat B)                                                                        | South West,5.05,,439.0,Yuen Long Flat B Tower 7 The Reach  Low Floor Zone,Last Updated : 03-03-2018,18.7,70.0,11.52,"Hong Kong, New Territories West, Yuen Long Flat B Tower 7 The Reach  Low Floor Zone"
7954,New Territories West,"Rare Offer, Good Layout & Efficient",Low Floor Zone (Flat B)                                                                        | East,8.2,,634.0,Tsuen Wan Flat B Block 2 Harmony Garden  Low Floor Zone,Last Updated : 11-03-2018,26.0,60.0,13.28,"Hong Kong, New Territories West, Tsuen Wan Flat B Block 2 Harmony Garden  Low Floor Zone"
7955,New Territories West,"Good Layout & Efficient, High Efficiency",Low Floor Zone (Flat A)                                                                        | East,6.0,,510.0,Tsing Yi Flat A Tower 2 Rambler Crest  Low Floor Zone,Last Updated : 14-03-2018,22.2,70.0,11.8,"Hong Kong, New Territories West, Tsing Yi Flat A Tower 2 Rambler Crest  Low Floor Zone"
7956,New Territories West,,High Floor Zone (Flat H),7.5,17.0,483.0,Tuen Mun Flat H Tower 6 Phase 2 Century Gateway High Floor Zone,Last Updated : 07-03-2018,23.8,60.0,13.0,"Hong Kong, New Territories West, Tuen Mun Flat H Tower 6 Phase 2 Century Gateway High Floor Zone"
7957,New Territories West,"Tranquil Environment, Quiet & Boutique Living",Low Floor Zone (Flat A)                                                                        | East,5.08,,447.0,Tuen Mun Flat A Block 2 J C Place  Low Floor Zone,Last Updated : 14-03-2018,18.8,70.0,11.52,"Hong Kong, New Territories West, Tuen Mun Flat A Block 2 J C Place  Low Floor Zone"
7958,New Territories West,"Famous Development, Top Of Mtr",Low Floor Zone (Flat A)                                                                        | North East,6.0,16.0,432.0,Tsing Yi Flat A Block 9 Phase 2 Tierra Verde Low Floor Zone,Last Updated : 02-03-2018,22.2,70.0,11.8,"Hong Kong, New Territories West, Tsing Yi Flat A Block 9 Phase 2 Tierra Verde Low Floor Zone"
7959,New Territories West,"Landmark Development, Cosmopolitan Living",Medium Floor Zone                                                                        | North East,9.8,,647.0,Tuen Mun  Tower 3 Phase 1 Century Gateway Medium Floor Zone,Last Updated : 12-03-2018,26.4,51.0,14.8,"Hong Kong, New Territories West, Tuen Mun  Tower 3 Phase 1 Century Gateway Medium Floor Zone"
7960,New Territories West,"Nice Decoration, Invite Offers",Low Floor Zone (Flat F)                                                                        | North,4.2,,301.0,Yuen Long Flat F Tower 9 Park Signature  Low Floor Zone,Last Updated : 08-03-2018,15.5,70.0,11.26,"Hong Kong, New Territories West, Yuen Long Flat F Tower 9 Park Signature  Low Floor Zone"
7961,New Territories West,,High Floor Zone (Flat C),6.1,,466.0,Yuen Long Flat C Genova Boulevard Tower 7 Riva  High Floor Zone,Last Updated : 12-03-2018,22.2,68.0,11.9,"Hong Kong, New Territories West, Yuen Long Flat C Genova Boulevard Tower 7 Riva  High Floor Zone"
7962,New Territories West,"Well-Proportioned, Great Value",High Floor Zone (Flat C)                                                                        | South,6.38,,550.0,Tung Chung/Islands Flat C Tower 7 Phase 2 Albanyh Cove Caribbean Coast High Floor Zone,Last Updated : 03-03-2018,22.2,65.0,12.18,"Hong Kong, New Territories West, Tung Chung/Islands Flat C Tower 7 Phase 2 Albanyh Cove Caribbean Coast High Floor Zone"
7963,New Territories West,"Opportunity Knocking, Great Value",Medium Floor Zone (Flat E)                                                                        | North,7.98,18.0,821.0,Yuen Long Flat E Tower 2 Park Signature  Medium Floor Zone,Last Updated : 13-03-2018,25.3,60.0,13.19,"Hong Kong, New Territories West, Yuen Long Flat E Tower 2 Park Signature  Medium Floor Zone"
7964,New Territories West,"Well-Proportioned, Nice Decoration",High Floor Zone (Flat F)                                                                        | North,6.38,,524.0,Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat F Tower 6 Phase 1 Bellagio High Floor Zone,Last Updated : 27-02-2018,22.2,65.0,12.18,"Hong Kong, New Territories West, Sham Tseng/Castle Peak Road (Tuen Mun Portion) Flat F Tower 6 Phase 1 Bellagio High Floor Zone"
7965,New Territories West,"Nice Decoration, Invite Offers",Medium Floor Zone (Flat G)                                                                        | South,5.18,,423.0,Yuen Long Flat G Tower 2 The Reach  Medium Floor Zone,Last Updated : 07-03-2018,19.2,70.0,11.55,"Hong Kong, New Territories West, Yuen Long Flat G Tower 2 The Reach  Medium Floor Zone"
7966,New Territories West,"Nice Decoration, Tranquil Environment",Medium Floor Zone (Flat A)                                                                        | North East,15.4,,1221.0,Tung Chung/Islands Flat A Tower 5 The Visionary  Medium Floor Zone,Last Updated : 14-03-2018,40.8,50.0,17.7,"Hong Kong, New Territories West, Tung Chung/Islands Flat A Tower 5 The Visionary  Medium Floor Zone"
7967,New Territories West,Shuttle Bus,Low Floor Zone (Flat B)                                                                        | South West,5.6,,440.0,Yuen Long Flat B Tower 8 The Reach  Low Floor Zone,Last Updated : 09-03-2018,20.7,70.0,11.68,"Hong Kong, New Territories West, Yuen Long Flat B Tower 8 The Reach  Low Floor Zone"
7968,New Territories West,"Easy Shopping, Quiet & Central",Medium Floor Zone                                                                        | North West,5.15,,368.0,Tsing Yi  Tower 4 Phase 1 Greenfield Garden Medium Floor Zone,Last Updated : 13-03-2018,19.1,70.0,11.55,"Hong Kong, New Territories West, Tsing Yi  Tower 4 Phase 1 Greenfield Garden Medium Floor Zone"
7969,New Territories West,"Good Layout & Efficient, Quiet & Central",Medium Floor Zone (Flat F)                                                                        | South,6.5,15.0,463.0,Yuen Long Flat F Tower 2 Residence 譽88  Medium Floor Zone,Last Updated : 05-03-2018,22.2,64.0,12.3,"Hong Kong, New Territories West, Yuen Long Flat F Tower 2 Residence 譽88  Medium Floor Zone"
7970,New Territories West,"Max-Proportioned, Luxurious Decoration",Medium Floor Zone (Flat A)                                                                        | North East,9.5,,940.0,Tung Chung/Islands Flat A Tower 3 Phase 1 Monterey Cove Caribbean Coast Medium Floor Zone,Last Updated : 14-03-2018,26.4,52.0,14.5,"Hong Kong, New Territories West, Tung Chung/Islands Flat A Tower 3 Phase 1 Monterey Cove Caribbean Coast Medium Floor Zone"
7971,New Territories West,"Famous Property, Famous Development",Low Floor Zone (Flat 2),8.75,,644.0,Tung Chung/Islands Flat 2 Tower 5A Phase 1 Century Link Low Floor Zone,Last Updated : 22-02-2018,26.4,57.0,13.75,"Hong Kong, New Territories West, Tung Chung/Islands Flat 2 Tower 5A Phase 1 Century Link Low Floor Zone"
7972,New Territories West,"Good Layout & Efficient, Stylish Decoration",Low Floor Zone (Flat F)                                                                        | South West,8.5,,523.0,Tsing Yi Flat F Tower 3 Phase 1 Tierra Verde Low Floor Zone,Last Updated : 13-03-2018,26.4,58.0,13.5,"Hong Kong, New Territories West, Tsing Yi Flat F Tower 3 Phase 1 Tierra Verde Low Floor Zone"
7973,New Territories West,Designer Decoration,Low Floor Zone (Flat 9)                                                                        | South,4.78,,308.0,Tsuen Wan Flat 9 H Cube   Low Floor Zone,Last Updated : 23-02-2018,17.7,70.0,11.43,"Hong Kong, New Territories West, Tsuen Wan Flat 9 H Cube   Low Floor Zone"
7974,New Territories West,"Spacious Rooms, Quiet & Central",Medium Floor Zone (Flat C)                                                                        | South West,7.6,,743.0,Yuen Long Flat C Block 2 Grand Del Sol  Medium Floor Zone,Last Updated : 12-03-2018,24.1,60.0,13.04,"Hong Kong, New Territories West, Yuen Long Flat C Block 2 Grand Del Sol  Medium Floor Zone"
7975,New Territories West,"Convenient, Stylish Decoration",Low Floor Zone (Flat C)                                                                        | South East,6.0,,654.0,Tuen Mun Flat C Rose Dale Garden   Low Floor Zone,Last Updated : 24-02-2018,22.2,70.0,11.8,"Hong Kong, New Territories West, Tuen Mun Flat C Rose Dale Garden   Low Floor Zone"
7976,New Territories West,,Medium Floor Zone (Flat D),5.08,,547.0,Tin Shui Wai Flat D Block 10 Phase 7 Kenswood Court Kingswood Villas Medium Floor Zone,Last Updated : 08-03-2018,18.8,70.0,11.52,"Hong Kong, New Territories West, Tin Shui Wai Flat D Block 10 Phase 7 Kenswood Court Kingswood Villas Medium Floor Zone"
7977,New Territories West,"Forgotten Treasure, Famous Development",Medium Floor Zone (Flat F)                                                                        | South,5.98,,463.0,Yuen Long Flat F Tower 1 Residence 譽88  Medium Floor Zone,Last Updated : 23-02-2018,22.1,70.0,11.79,"Hong Kong, New Territories West, Yuen Long Flat F Tower 1 Residence 譽88  Medium Floor Zone"
7978,New Territories West,,,26.0,,950.0,Fairview Park/Palm Spring/The Vineyard    Fairview Park,Last Updated : 10-03-2018,68.8,50.0,113.0,"Hong Kong, New Territories West, Fairview Park/Palm Spring/The Vineyard    Fairview Park"
7979,New Territories West,Spacious Rooms,Medium Floor Zone (Flat F)                                                                        | South West,4.88,,447.0,Tuen Mun Flat F Tower 3 Phase 2 Tai Hing Gardens Medium Floor Zone,Last Updated : 12-03-2018,18.1,70.0,11.46,"Hong Kong, New Territories West, Tuen Mun Flat F Tower 3 Phase 2 Tai Hing Gardens Medium Floor Zone"
7980,New Territories West,,,10.5,,902.0,Fairview Park/Palm Spring/The Vineyard    Fairview Park,Last Updated : 08-03-2018,27.8,50.0,15.25,"Hong Kong, New Territories West, Fairview Park/Palm Spring/The Vineyard    Fairview Park"
7981,New Territories West,"Best For Investment, Yuppie Choice",Low Floor Zone (Flat F),5.8,,285.0,Wanchai/Causeway Bay Flat F New Spring Garden Mansion   Low Floor Zone,Last Updated : 14-03-2018,21.5,70.0,11.74,"Hong Kong, New Territories West, Wanchai/Causeway Bay Flat F New Spring Garden Mansion   Low Floor Zone"
7982,New Territories West,"Spacious Rooms, Stylish Decoration",Medium Floor Zone (Flat 17)                                                                        | West,6.58,,420.0,Tsuen Wan Flat 17 Indi Home   Medium Floor Zone,Last Updated : 24-02-2018,22.2,63.0,12.38,"Hong Kong, New Territories West, Tsuen Wan Flat 17 Indi Home   Medium Floor Zone"
